"PID","Status","Progress","Duration..in.seconds.","Finished","consent","commit","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5","ZSB_6","ZSB_7","ZSB_8","copri_1","copri_2","copri_3","copri_4","exp_infl_1","exp_infl_2","exp_infl_3","exp_infl_4","exp_infl_5","exp_infl_6","exp_infl_7","exp_infl_8","exp_infl_9","exp_infl_10","exp_infl_11","exp_infl_12","exp_infl_13","exp_infl_14","exp_infl_15","exp_infl_16","exp_rel_1","exp_rel_2","exp_rel_3","exp_rel_4","exp_rel_5","exp_rel_6","exp_rel_7","exp_rel_8","check_2","exp_rel_9","exp_rel_10","exp_rel_11","exp_rel_12","exp_rel_13","exp_rel_14","exp_rel_15","exp_rel_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","infl_care","rel_care","infl_bother","rel_bother","tradeoff","self_1","self_2","self_3","self_4","self_5","self_6","self_7","self_8","self_9","self_10","self_11","self_12","self_13","self_14","self_15","self_16","age","gender_.99_TEXT","race_5_TEXT","feedback","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","edu","income"
144,"0","100","746","1","1","1","4","5","2","2","5","4","6","3","5","4","5","3","3","3","3","5","5","3","5","3","3","3","5","6","5","7","5","1","5","7","5","4","7","5","4","6","5","7","1","6","2","6","2","2","2","6","2","1","6","5","2","6","6","1","5","1","4","4","4","4","4","4","4","4","5","4","7","5","6","5","6","6","7","7","6","6","2","4","2","3","3","6","1","5","2","2","2","6","1","7","4","1","7","5","1","4","1","29","","","","Full-time","","","","","","","","","man","","black","","","","","GED","$20,001-$40,000"
145,"0","100","528","1","1","1","5","6","6","6","5","7","4","4","6","4","5","7","6","4","4","5","6","5","7","5","6","7","5","6","5","6","5","4","5","5","3","3","4","3","3","5","7","4","5","3","4","3","4","6","4","5","4","1","4","6","3","6","3","3","4","4","4","7","4","6","5","6","6","7","4","7","7","4","6","4","7","5","5","6","6","6","3","4","4","4","4","7","5","5","6","6","4","7","6","6","4","5","3","4","6","7","6","33","","","","","Part-time","","","","","","","","woman","","black","","","","","MA","$40,001-$60,000"
146,"0","100","534","1","1","1","5","5","1","3","6","4","7","1","6","4","3","2","4","2","1","4","6","5","7","5","6","6","5","7","6","6","7","3","7","7","6","3","7","5","3","6","7","5","3","6","3","3","3","2","2","5","3","1","7","5","3","6","6","1","6","2","3","5","5","5","2","5","3","3","6","6","5","5","4","6","4","5","5","5","6","5","3","5","2","5","2","6","4","5","3","1","2","6","3","4","7","1","4","4","1","7","2","28","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$60,001-$80,000"
147,"0","100","577","1","1","1","7","5","1","3","3","3","5","1","6","5","5","5","5","3","2","7","6","3","3","7","5","7","1","5","3","5","3","1","3","6","1","7","5","3","4","6","1","5","1","6","4","4","3","1","3","5","1","1","7","5","3","4","5","1","7","1","3","5","3","5","6","4","5","5","7","7","5","3","1","7","7","7","7","4","7","5","3","4","2","5","2","7","7","7","3","1","3","7","3","1","5","1","1","5","1","7","1","41","","","","Full-time","","","","","","","","","man","","","","hispanic","","","4yearColl","$20,001-$40,000"
148,"0","100","574","1","1","1","3","6","1","1","7","4","7","1","7","4","5","2","1","1","1","5","5","1","7","2","3","4","5","7","1","6","1","1","1","7","1","4","6","1","4","7","1","7","1","7","3","6","1","1","1","7","1","7","5","7","1","4","7","2","7","1","3","4","3","4","1","2","2","5","3","6","6","5","4","4","7","7","7","6","6","2","3","5","5","5","3","4","4","6","1","7","4","4","2","2","4","6","3","4","1","6","1","48","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
149,"0","100","661","1","1","1","4","5","5","3","6","4","5","2","6","3","5","4","3","4","3","3","6","6","6","3","3","3","5","7","4","6","1","1","4","7","4","2","7","4","4","7","5","7","1","7","2","7","1","1","1","7","1","1","4","6","2","6","7","3","7","1","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","6","5","2","4","2","5","2","4","3","3","3","2","2","4","3","2","4","3","3","3","4","4","4","39","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$60,001-$80,000"
150,"0","100","545","1","1","1","2","6","1","2","6","2","6","1","7","3","5","1","2","2","2","6","6","3","6","2","3","2","3","7","4","4","1","1","1","6","1","6","6","1","4","7","1","7","4","7","2","4","1","1","1","6","1","1","4","6","1","6","7","1","7","4","2","1","1","1","1","1","2","2","3","3","7","6","7","6","6","5","6","5","7","6","1","4","1","5","2","4","2","5","1","1","1","5","3","7","5","1","4","7","1","6","2","43","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$80,001-$100,000"
151,"0","100","553","1","1","1","2","6","2","2","6","5","6","2","3","5","5","3","3","2","3","6","4","4","5","4","4","4","6","5","3","4","2","3","3","6","2","5","5","2","6","6","2","6","2","6","2","4","2","3","2","6","1","1","5","6","2","7","6","1","7","2","2","4","4","4","3","4","3","4","2","5","6","5","4","5","6","6","6","6","6","6","2","5","2","4","2","6","4","6","1","1","1","6","2","4","7","1","4","5","2","7","1","48","","","I love my job and my team.","Full-time","","","","","","","","","woman","","black","white","","","","MA","$140,001-$160,000"
152,"0","100","370","1","1","1","4","4","4","4","4","4","4","4","5","4","5","5","5","5","5","5","5","5","4","4","5","4","4","5","5","4","5","5","4","4","5","4","4","4","5","4","4","5","4","4","5","5","4","4","5","5","4","1","5","4","5","4","4","4","4","4","5","5","5","4","4","4","4","5","5","4","4","5","5","5","5","5","5","5","5","4","3","3","3","3","3","4","4","4","4","3","4","4","4","5","4","4","4","4","4","4","5","28","","","","Full-time","","","","","","","","","man","","","white","","","","PHD","$120,001-$140,000"
153,"0","100","680","1","1","1","2","6","1","1","7","5","7","1","3","5","5","2","1","1","1","6","7","2","6","3","3","4","5","7","5","6","3","2","3","7","3","6","7","1","2","7","2","7","1","7","3","5","1","1","1","7","2","1","6","6","1","5","6","1","7","1","3","2","2","2","1","2","1","4","6","5","7","5","6","6","7","5","6","6","3","5","3","4","2","4","2","7","6","6","2","2","2","6","2","6","7","2","2","6","1","7","2","46","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$120,001-$140,000"
154,"0","100","713","1","1","1","2","7","2","1","4","5","7","1","6","4","5","1","2","2","2","5","5","2","6","4","5","5","3","6","3","3","2","4","3","5","4","3","4","3","4","6","4","6","3","6","3","4","3","3","3","6","3","1","4","5","3","4","6","3","6","2","2","4","3","4","2","3","4","4","3","3","6","4","5","2","5","5","6","4","6","5","4","4","4","5","3","6","6","6","5","5","6","6","5","3","6","5","4","5","4","5","1","47","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$100,001-$120,000"
155,"0","100","717","1","1","1","5","2","1","4","6","2","4","1","2","5","5","2","2","2","2","6","6","2","6","2","2","2","6","7","4","6","2","1","7","7","5","4","6","7","4","7","6","7","2","6","4","6","2","2","3","6","4","1","4","5","2","4","6","1","5","3","2","5","5","3","4","5","5","5","5","6","7","7","5","7","4","4","6","6","6","6","4","5","5","4","4","5","4","4","5","3","5","5","6","3","6","3","2","5","3","6","2","53","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$20,001-$40,000"
156,"0","100","701","1","1","1","4","6","4","5","4","4","5","4","5","5","5","4","5","4","4","2","5","5","5","6","4","3","3","5","5","5","4","3","6","4","4","3","5","6","4","4","5","5","5","5","5","3","5","4","5","6","4","3","6","4","5","4","4","5","5","4","4","5","3","4","6","4","5","5","6","5","5","6","3","5","5","5","7","6","3","6","3","3","2","3","3","5","5","6","6","2","7","5","5","2","5","4","2","5","5","5","2","31","","","","Full-time","","","","","","","","","man","","","white","","","","MA","$100,001-$120,000"
157,"0","100","570","1","1","1","3","2","2","2","5","3","6","3","5","5","5","6","5","5","5","5","6","5","5","5","5","5","3","6","5","5","3","2","2","6","2","3","6","4","2","6","4","6","4","6","4","5","2","1","3","6","2","1","3","6","4","3","6","2","6","4","3","3","3","3","3","3","5","5","3","3","6","7","6","6","6","6","6","6","6","6","4","5","2","3","2","6","6","6","5","1","4","6","4","2","6","3","2","6","4","6","2","36","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$80,001-$100,000"
158,"0","100","597","1","1","1","2","5","3","2","7","2","7","1","5","4","5","4","4","4","4","4","4","4","4","3","1","2","7","7","1","6","2","2","3","6","5","4","7","7","4","6","7","6","1","7","1","7","1","1","2","7","4","1","4","7","2","4","7","1","7","1","5","5","5","5","5","7","5","6","7","7","4","2","5","3","4","4","7","4","6","3","1","3","1","2","2","1","1","1","1","4","1","1","1","1","1","4","1","1","1","1","1","19","","","","","Part-time","","","","","","","","man","","","white","hispanic","","","GED","$20,001-$40,000"
159,"0","100","559","1","1","1","3","6","5","6","5","3","6","5","5","3","5","4","4","6","6","3","5","3","5","5","3","5","6","5","5","3","3","5","2","5","3","6","5","5","6","6","5","5","2","5","2","5","4","2","3","2","3","1","6","5","2","4","5","2","6","2","2","2","3","2","2","3","2","2","3","2","6","5","4","5","5","5","6","5","6","3","2","3","2","2","3","3","4","4","5","3","5","4","4","2","4","3","3","4","1","5","1","18","","","","","Part-time","","","","","","","","man","","","white","","","","GED","$100,001-$120,000"
160,"0","100","642","1","1","1","2","7","1","1","7","2","6","1","7","6","5","2","2","2","2","5","6","3","7","2","2","2","5","7","4","6","2","2","2","7","2","5","6","1","4","6","1","7","1","7","4","6","2","2","1","6","3","1","5","7","1","4","7","1","7","1","2","2","2","2","2","2","3","3","2","5","6","6","6","7","5","7","6","4","7","5","4","5","3","5","1","6","5","6","2","2","2","6","4","5","7","2","3","7","1","7","2","45","","","","Full-time","","","","","","","","","man","","","white","","","","PHD","$140,001-$160,000"
161,"0","100","588","1","1","1","5","5","2","3","6","4","6","2","6","5","5","3","3","3","4","5","5","5","3","5","4","5","3","7","7","7","5","1","5","7","5","3","7","7","3","7","5","7","1","7","3","3","1","2","1","7","3","1","5","6","2","3","6","1","7","1","5","5","3","5","4","5","5","6","3","6","5","4","3","5","3","5","5","6","6","3","3","5","3","5","2","4","4","6","2","3","2","4","2","5","4","2","4","4","1","5","3","24","","","","Full-time","","","","","","","","","woman","","","","hispanic","","","GED","$80,001-$100,000"
162,"0","100","630","1","1","1","4","6","7","1","7","6","7","5","7","7","5","5","5","5","3","3","3","4","3","6","6","5","4","6","6","5","1","1","3","7","5","5","7","5","5","6","1","7","2","7","6","7","2","1","2","7","6","1","6","6","5","3","6","1","7","1","4","6","6","6","2","4","2","6","7","6","6","7","5","7","6","7","5","7","3","3","4","5","1","5","4","5","5","7","5","3","1","5","3","6","4","5","3","5","4","2","6","46","","","","","","","Unemployed","","","","","","man","","","white","","","","4yearColl","$0-$20,000"
163,"0","100","600","1","1","1","5","5","5","6","6","5","7","5","6","5","5","2","4","3","4","4","6","3","5","3","2","1","4","2","2","3","2","3","2","2","1","6","4","6","4","6","2","6","2","5","3","3","3","3","3","4","2","1","5","5","4","4","4","1","6","1","3","5","5","4","3","4","3","4","4","6","6","5","5","6","6","5","6","6","6","6","1","3","1","2","4","5","3","6","4","2","2","5","4","4","6","6","5","6","4","7","2","37","","","","Full-time","","","","","","","","","woman","asian","","","","","","4yearColl","$100,001-$120,000"
164,"0","100","566","1","1","1","5","5","2","2","5","5","6","4","5","4","5","5","5","5","4","5","3","5","3","5","5","5","3","7","1","3","2","2","3","5","2","3","6","3","6","5","2","6","3","7","3","3","2","2","2","6","2","1","7","6","3","7","6","2","6","3","5","5","5","3","3","3","5","4","3","5","5","5","6","5","5","6","5","5","6","5","1","3","1","3","3","5","2","3","1","2","2","3","1","4","3","2","4","5","2","4","2","33","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$20,001-$40,000"
165,"0","100","649","1","1","1","6","6","5","5","3","5","4","6","5","4","5","5","5","6","4","3","4","4","3","6","5","4","6","4","4","4","5","3","4","5","5","3","3","4","2","6","5","2","2","6","4","6","4","5","5","5","5","1","4","5","5","1","3","4","4","3","6","4","5","3","5","5","6","4","5","4","6","5","7","6","4","5","7","5","6","5","4","4","3","3","5","7","6","7","6","3","6","5","5","4","6","4","3","5","6","3","2","35","","","nice","Full-time","","","","","","","","","man","","","white","","","","MA","$80,001-$100,000"
166,"0","100","602","1","1","1","2","7","1","1","6","6","7","1","6","5","5","1","1","1","1","7","7","1","7","3","2","3","6","7","2","4","1","2","1","7","1","6","7","1","3","7","1","7","3","7","2","4","1","3","1","7","2","1","6","6","2","4","7","1","6","3","4","5","4","2","5","5","5","5","4","6","7","5","3","6","6","6","6","5","7","4","3","4","3","3","4","6","3","6","3","2","2","5","5","3","6","2","5","5","3","5","3","60","","","","Full-time","","","","","","","","","woman","","","white","","","","PHD","$120,001-$140,000"
167,"0","100","784","1","1","1","6","7","1","7","7","3","7","1","7","5","5","2","4","4","1","7","7","3","6","6","4","7","7","7","4","7","1","1","1","7","1","7","7","1","6","7","1","7","1","7","2","6","1","1","1","7","2","1","7","7","1","6","7","1","7","1","1","1","6","1","5","5","2","5","6","5","7","7","7","7","7","7","7","7","7","7","5","5","5","5","2","7","6","7","3","1","1","7","7","7","7","1","2","7","1","7","1","25","","","","Full-time","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
168,"0","100","748","1","1","1","2","6","3","2","7","2","6","2","6","5","5","5","5","5","5","3","3","5","4","2","2","2","5","7","5","7","2","2","5","7","4","6","6","5","6","7","4","7","2","7","2","7","2","2","2","7","2","1","7","6","2","7","6","1","6","1","3","4","5","3","5","3","6","4","6","5","5","3","4","5","4","5","5","3","5","3","3","5","4","5","2","4","4","3","3","2","3","4","4","6","6","3","4","5","1","6","1","35","","","","Full-time","","","","","","","","","man","asian","","","","","","PHD","$120,001-$140,000"
169,"0","100","633","1","1","1","2","6","2","1","6","2","6","1","5","6","5","2","2","2","2","2","2","2","6","2","2","2","6","7","2","6","1","1","3","2","1","6","7","1","7","7","1","7","1","7","1","7","1","1","1","7","1","1","7","7","1","7","7","1","7","1","2","2","2","2","1","5","2","2","2","6","7","5","5","5","6","6","6","5","5","5","1","5","1","5","1","7","1","7","1","1","1","7","1","7","7","1","7","7","1","7","1","50","","","no comments thank you","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$100,001-$120,000"
170,"0","100","610","1","1","1","5","6","1","1","7","6","7","1","7","6","5","2","1","1","3","7","7","5","7","5","5","5","7","7","2","7","2","1","1","7","1","5","7","1","2","7","2","7","1","7","4","7","3","1","1","7","4","1","5","7","7","2","7","3","7","7","5","2","1","1","1","1","1","5","1","5","7","7","7","7","7","7","7","7","7","7","5","5","5","5","4","7","4","7","2","1","1","7","4","4","7","2","1","7","3","7","1","39","","","N/A","Full-time","","","","","","","","","man","","black","","","","","MA","$80,001-$100,000"
171,"0","100","673","1","1","1","3","5","1","1","7","3","7","1","7","6","5","5","5","5","6","6","3","6","3","5","3","5","6","7","7","7","7","1","7","7","7","1","7","7","1","7","7","7","1","7","1","6","1","1","1","7","1","1","7","3","1","7","5","1","6","1","7","7","7","7","7","7","7","7","7","7","2","7","7","5","7","7","6","5","6","5","1","4","1","2","4","4","1","4","1","4","1","4","1","1","2","1","7","2","1","4","1","42","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$160,001-$180,000"
172,"0","100","690","1","1","1","5","5","1","1","7","3","4","2","5","5","5","3","2","2","2","5","3","5","5","4","5","5","5","6","5","3","2","2","3","6","4","4","6","2","2","6","2","6","2","7","1","6","1","1","1","7","1","1","7","6","2","4","6","1","6","1","5","4","5","4","4","4","4","4","4","6","6","5","6","4","5","5","5","5","6","5","2","4","2","4","4","6","3","6","3","3","3","5","3","5","3","4","5","5","3","5","2","34","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$20,001-$40,000"
173,"0","100","599","1","1","1","5","2","1","1","7","5","7","1","7","3","5","1","1","1","1","1","7","1","7","5","5","5","3","6","5","7","4","1","7","6","6","2","7","5","6","5","7","7","1","7","2","6","1","1","2","7","2","1","7","5","1","6","6","1","6","1","7","7","7","7","5","7","7","2","7","7","3","1","1","1","1","6","5","3","6","2","2","5","1","5","1","7","1","7","4","1","5","7","2","2","7","2","7","7","1","7","1","39","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$40,001-$60,000"
174,"0","100","687","1","1","1","4","7","6","4","5","7","7","7","4","6","5","4","5","7","7","6","6","5","4","5","4","7","5","7","6","6","4","7","4","5","4","7","6","4","4","6","4","3","7","6","7","6","5","4","4","5","7","1","4","6","4","7","6","7","5","4","6","5","6","7","4","4","4","7","5","6","4","7","7","7","4","5","5","6","5","5","3","4","3","5","5","6","4","4","7","7","4","5","6","6","4","4","5","4","7","6","7","25","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$100,001-$120,000"
175,"0","100","644","1","1","1","3","5","2","1","6","5","6","1","6","6","5","3","3","3","3","5","6","3","5","3","3","5","3","7","3","6","2","1","3","7","2","4","7","3","4","7","2","7","2","7","2","3","2","2","1","7","2","1","6","5","3","4","7","1","6","1","2","1","3","1","2","3","1","2","2","5","5","3","5","3","4","5","3","5","6","5","3","4","4","4","1","4","4","4","3","3","2","4","3","3","4","2","4","5","2","4","2","38","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$140,001-$160,000"
176,"0","100","741","1","1","1","6","4","1","7","7","5","7","2","6","6","5","5","5","3","5","5","5","5","6","3","2","2","7","7","2","7","2","1","2","7","5","7","7","1","6","7","1","6","1","7","3","7","1","1","1","7","2","1","7","7","1","7","7","1","7","1","1","1","5","2","2","1","1","4","5","7","7","7","7","7","7","7","7","7","7","7","5","5","5","5","1","7","7","7","3","1","1","7","6","7","7","1","1","7","1","7","1","27","","","","Full-time","","","","","","","","","man","","black","","","","","4yearColl","$60,001-$80,000"
177,"0","100","775","1","1","1","5","4","2","2","6","5","4","2","3","5","5","6","6","6","5","6","6","6","3","3","2","3","4","7","3","5","2","3","1","6","2","6","6","1","4","6","2","6","2","7","2","5","3","3","1","6","2","1","7","6","3","5","6","1","6","2","3","5","5","5","5","5","3","6","3","6","7","6","6","6","6","7","7","6","6","5","3","4","2","4","4","6","6","5","4","1","2","6","4","3","6","3","3","5","2","6","1","27","","","","Full-time","","","","","","","Student","","woman","","","white","","","","4yearColl","$40,001-$60,000"
178,"0","100","633","1","1","1","4","5","3","4","6","4","6","2","5","5","5","3","2","3","3","6","5","5","5","4","4","4","5","7","1","7","2","2","1","7","3","5","6","2","5","7","1","7","1","7","2","5","2","1","3","7","4","1","5","7","2","4","6","1","7","1","4","4","4","4","4","4","4","4","4","5","6","5","5","6","5","6","6","5","6","5","2","4","2","4","4","5","4","5","3","3","3","5","4","6","5","3","3","5","2","6","3","39","","","","Full-time","","","","","","","","","man","","","white","","","","PHD","$100,001-$120,000"
179,"0","100","798","1","1","1","3","5","2","2","6","3","6","2","5","4","5","2","2","2","2","3","6","3","6","4","3","4","5","6","4","6","2","1","3","6","2","4","6","2","4","6","2","6","2","6","4","6","2","2","3","6","2","1","4","6","3","4","6","2","6","2","3","2","5","3","2","5","5","2","3","5","5","5","3","6","5","5","5","6","6","5","2","4","2","3","4","5","3","6","4","2","3","6","3","3","6","2","4","4","2","6","2","38","","","","Full-time","","","","","","","","","man","","","white","","","","PHD","Over $200,000"
180,"0","100","629","1","1","1","1","7","1","1","7","1","7","1","7","6","5","4","4","4","3","3","4","4","3","1","1","1","6","6","1","4","1","1","2","6","2","4","6","1","5","7","1","6","3","5","2","3","1","1","1","5","1","1","6","7","1","6","6","1","6","1","1","1","1","1","1","1","1","1","1","1","7","6","7","6","6","7","7","7","6","6","2","3","1","3","1","4","1","4","1","1","1","4","1","4","4","1","6","5","1","4","1","29","","","","Full-time","","","","","","","","","woman","asian","","","","","","4yearColl","Prefer not to answer"
181,"0","100","639","1","1","1","2","7","1","2","6","2","6","1","6","5","5","3","3","3","2","3","5","3","5","4","4","6","2","6","2","4","2","1","3","7","3","4","6","2","5","6","2","5","1","7","1","4","2","2","1","7","1","1","6","4","2","4","5","1","6","1","5","4","5","6","5","6","5","4","5","6","5","3","4","4","4","5","5","5","5","3","2","3","2","2","2","5","3","5","1","1","1","6","1","6","4","1","4","5","2","5","3","33","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$100,001-$120,000"
182,"0","100","755","1","1","1","1","7","1","2","7","1","7","1","3","5","5","5","7","5","5","3","3","5","3","2","4","2","6","3","1","4","2","3","3","5","2","7","5","3","6","6","1","5","1","5","2","3","1","3","2","5","1","1","7","6","3","6","6","1","5","1","6","5","6","6","5","6","6","6","6","6","4","3","4","4","3","3","3","4","4","4","2","5","1","5","2","5","4","4","1","1","1","5","1","6","4","1","4","6","1","5","1","29","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$100,001-$120,000"
183,"0","100","647","1","1","1","4","3","3","3","6","5","5","3","6","3","5","4","3","3","4","6","5","3","4","3","3","3","2","2","2","3","5","2","3","7","3","3","6","6","5","3","2","6","1","2","2","4","1","2","1","7","2","1","6","7","3","7","7","1","7","1","3","5","5","3","2","5","3","5","5","3","7","3","5","5","5","7","7","5","5","3","3","4","2","5","3","5","4","3","1","1","1","5","1","3","2","1","3","5","1","5","1","30","","","","Full-time","","","","","","","","","woman","","black","","","","","4yearColl","$80,001-$100,000"
184,"0","100","791","1","1","1","1","7","1","1","7","1","7","1","6","5","5","1","1","1","1","7","7","1","7","1","1","1","7","6","1","6","1","1","3","7","2","6","7","3","4","7","2","6","2","1","1","4","2","2","1","3","2","1","6","7","3","5","7","1","7","1","1","1","3","1","1","2","2","1","3","2","7","7","7","5","4","7","7","7","7","6","1","5","1","3","1","6","1","6","1","2","1","6","1","7","5","2","7","7","1","5","2","35","","","None.","Full-time","","","","","","","","","man","","","white","","","","GED","$0-$20,000"
185,"0","100","748","1","1","1","2","5","2","1","7","3","6","2","5","5","5","2","2","2","2","6","6","2","6","3","2","3","5","6","4","5","3","1","3","7","3","4","6","4","4","6","2","5","2","7","2","6","2","2","2","7","2","1","5","6","3","4","6","1","6","1","3","6","3","3","2","3","3","5","5","6","6","5","6","5","5","5","6","6","5","3","1","4","1","4","2","4","1","5","2","2","2","4","2","4","4","3","4","5","1","4","2","28","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$120,001-$140,000"
186,"0","100","636","1","1","1","5","4","1","5","4","4","5","2","4","2","5","5","4","5","5","4","3","5","2","5","3","3","5","6","5","7","4","2","6","7","6","3","6","6","3","6","4","6","4","7","2","6","1","1","5","6","4","1","4","5","2","4","5","2","6","4","4","3","5","4","5","5","5","5","5","6","3","3","2","2","4","5","5","6","5","3","1","3","1","4","2","4","1","5","2","1","2","4","1","4","5","3","6","4","1","3","2","39","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$40,001-$60,000"
187,"0","100","764","1","1","1","4","4","2","5","4","5","3","3","3","3","5","3","3","3","4","5","5","4","5","3","2","4","3","6","4","5","2","2","3","5","4","4","6","2","3","5","2","6","2","6","4","4","2","2","1","6","3","1","4","6","2","4","5","2","6","2","2","3","5","4","5","5","3","4","4","6","5","3","6","3","4","5","4","2","5","4","1","3","1","2","3","5","3","4","3","3","3","3","3","4","2","3","4","2","2","2","2","30","","","n/a. Thanks!","","Part-time","","","","","","","","woman","","","white","","","","GED","$20,001-$40,000"
188,"0","100","813","1","1","1","4","5","5","3","5","4","3","3","4","3","5","6","5","5","4","4","4","4","3","3","3","5","4","5","4","3","5","4","5","3","4","5","5","3","5","3","4","4","3","5","4","3","4","6","3","5","5","1","4","5","3","3","4","3","4","2","4","4","5","4","6","3","6","5","5","5","5","5","5","4","5","5","5","4","4","6","3","3","3","3","3","4","6","5","4","3","5","4","3","2","3","4","4","4","4","3","4","36","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$60,001-$80,000"
189,"0","100","795","1","1","1","1","7","1","1","4","1","7","1","7","4","5","2","2","4","4","2","6","2","4","4","4","6","4","7","4","7","1","1","6","7","6","4","7","5","4","7","5","7","4","7","4","7","4","1","5","7","6","1","4","7","4","4","7","5","7","4","1","4","4","4","1","4","4","2","4","6","7","7","7","7","7","7","7","7","7","6","4","5","2","5","1","7","4","6","4","1","4","7","6","6","6","3","4","6","3","7","2","38","","","","Full-time","","","","","","","","",NA,"","black","","","","Click to write Choice 7",NA,"Prefer not to answer"
190,"0","100","656","1","1","1","3","6","4","2","6","5","6","1","5","4","5","5","5","3","5","4","3","5","3","6","5","6","2","7","5","5","2","1","3","6","1","4","6","2","4","5","1","6","2","6","2","3","1","2","2","5","2","1","6","5","2","5","7","1","7","3","6","6","6","5","6","5","6","4","5","6","6","4","4","2","3","5","6","6","5","3","2","4","1","3","1","5","1","5","2","1","2","5","1","6","6","1","7","6","1","4","2","33","","","","","Part-time","","","","","","","","man","","","white","","","","2yearColl","$40,001-$60,000"
191,"0","100","648","1","1","1","5","4","2","3","6","5","5","2","2","5","5","2","1","2","1","7","6","2","6","2","2","5","2","7","4","5","6","1","5","7","3","3","6","5","4","7","5","7","2","7","3","4","2","1","2","7","1","1","6","6","2","5","5","1","7","1","3","5","4","4","2","2","4","5","3","6","4","2","4","2","5","2","4","5","6","6","2","4","3","4","4","6","2","5","5","1","4","7","1","4","7","4","5","7","1","7","1","48","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","Over $200,000"
192,"0","100","693","1","1","1","4","5","2","3","6","5","6","2","6","5","5","2","3","3","4","5","5","4","5","4","3","5","4","6","2","5","2","2","2","6","2","6","5","2","6","6","3","6","2","6","1","3","1","3","1","5","2","1","6","6","2","6","6","1","6","2","4","6","2","4","6","3","6","3","3","5","6","6","6","4","6","6","6","6","6","6","2","3","1","1","3","5","4","5","3","5","5","5","3","5","5","3","5","5","2","5","3","48","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$60,001-$80,000"
193,"0","100","728","1","1","1","3","6","2","1","6","4","6","2","6","6","5","3","3","2","2","5","6","6","5","2","5","6","2","6","4","5","4","2","3","6","2","6","6","3","5","5","1","6","3","5","2","4","3","2","2","6","1","1","6","5","2","5","6","1","6","2","2","2","6","2","1","3","1","2","2","5","6","5","5","5","6","7","5","6","6","5","1","3","1","2","2","5","3","5","3","2","3","4","2","5","5","3","5","5","2","4","3","47","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$100,001-$120,000"
194,"0","100","749","1","1","1","6","2","7","7","2","6","2","4","1","3","5","6","6","5","6","1","6","6","1","7","7","7","2","7","7","6","5","1","6","7","6","1","7","6","1","7","6","6","1","7","6","7","3","1","2","7","5","1","2","7","5","2","7","6","6","1","7","7","7","7","7","7","7","7","6","7","2","1","2","1","1","1","5","3","1","1","3","2","4","3","5","5","7","5","4","1","4","5","4","1","6","4","2","5","3","6","1","32","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$80,001-$100,000"
195,"0","100","664","1","1","1","4","5","1","1","7","5","7","2","6","5","5","6","6","6","6","2","2","6","2","5","5","5","3","7","5","7","3","1","7","7","7","5","7","5","5","7","1","7","1","7","1","7","2","1","1","7","2","1","7","7","1","7","7","1","7","1","5","6","5","3","5","6","6","6","6","7","5","3","5","3","3","3","6","6","5","2","3","5","2","5","2","5","1","7","2","3","1","5","1","3","6","1","6","6","1","4","2","26","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$80,001-$100,000"
